target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source
CONFIRMED,0.974868896,1.16,1605.87,1612.0,5487.0,0.832,0.924,,1.6191,197.6,kepler
CONFIRMED,4.89721006,1.48,157.93,904.0,5093.0,0.847,0.794,,1.812,274.4,kepler
FALSE POSITIVE,3.98216698,3.32,842.48,1374.0,5570.0,1.548,1.019,,2.396,381.3,kepler
CONFIRMED,16.08832318,3.42,138.64,875.0,6157.0,1.33,1.08,,5.731,597.8,kepler
CONFIRMED,10.30067919,2.2,251.55,1015.0,6157.0,1.33,1.08,,4.885,271.8,kepler
CONFIRMED,35.6757453,3.02,47.96,671.0,6157.0,1.33,1.08,,7.381,471.2,kepler
CONFIRMED,16.56806842,2.54,21.27,548.0,4987.0,0.716,0.749,,4.2647,1331.4,kepler
CONFIRMED,47.3329299,2.18,5.25,386.0,4987.0,0.716,0.749,,2.708,931.5,kepler
FALSE POSITIVE,0.856895349,0.82,2960.82,1881.0,6021.0,0.873,0.958,,1.3078,82.2,kepler
CONFIRMED,2.46697039,1.56,398.42,1139.0,5074.0,0.863,0.809,,1.6345,308.7,kepler
CONFIRMED,6.61836309,2.98,304.65,1066.0,5529.0,1.294,0.947,,3.6813,549.1,kepler
CONFIRMED,9.673958488,2.63,69.42,736.0,5192.0,0.873,0.856,,3.2641,952.7,kepler
CONFIRMED,14.12847677,2.73,70.5,739.0,5779.0,0.974,1.037,,3.685,628.7,kepler
CONFIRMED,48.6478543,4.14,13.57,489.0,5779.0,0.974,1.037,,5.464,641.8,kepler
CONFIRMED,8.39842977,2.0,221.66,984.0,6309.0,1.044,1.096,,6.344,340.1,kepler
CONFIRMED,3.4815917,1.17,421.61,1156.0,5405.0,1.022,0.902,,1.8069,135.2,kepler
FALSE POSITIVE,1.09206833,1.29,1588.89,1611.0,5639.0,0.859,0.959,,1.8596,219.2,kepler
CONFIRMED,10.12805158,1.95,81.77,767.0,5676.0,0.82,0.865,,3.517,477.4,kepler
FALSE POSITIVE,1.613001111,1.25,1878.1,1680.0,5580.0,1.205,0.886,,2.394,104.1,kepler
FALSE POSITIVE,3.629442796,3.28,1001.35,1434.0,6506.0,1.217,1.171,,5.63,426.6,kepler
CONFIRMED,3.75574267,1.58,215.46,977.0,5311.0,0.788,0.884,,2.2911,417.4,kepler
FALSE POSITIVE,7.44042933,2.74,144.12,883.0,5815.0,0.877,0.973,,2.991,547.3,kepler
CONFIRMED,6.581477136,4.56,142.63,881.0,5188.0,0.973,0.868,,3.0896,2318.9,kepler
CONFIRMED,2.382652873,2.74,553.53,1237.0,5188.0,0.973,0.868,,1.8888,705.4,kepler
CONFIRMED,11.51517167,2.9,43.96,657.0,5177.0,0.798,0.91,,2.006,1357.4,kepler
CONFIRMED,7.641567589,4.91,154.25,899.0,5356.0,1.055,0.882,,3.41018,2269.7,kepler
CONFIRMED,7.40742502,2.01,183.15,938.0,5922.0,0.961,1.002,,3.675,442.0,kepler
FALSE POSITIVE,5.09246539,1.17,119.7,844.0,5037.0,0.751,0.727,,3.659,254.0,kepler
FALSE POSITIVE,1.103971357,1.37,1109.79,1471.0,5409.0,0.746,0.835,,0.926,317.9,kepler
CONFIRMED,10.916108342,3.93,78.19,758.0,5575.0,0.932,1.051,,3.6496,1479.0,kepler
CONFIRMED,42.89645024,2.0,9.54,448.0,5192.0,0.873,0.856,,5.6897,555.3,kepler
FALSE POSITIVE,2.44199803,1.44,638.05,1282.0,5970.0,0.796,0.847,,2.759,251.7,kepler
CANDIDATE,30.5872153,2.32,35.08,621.0,5944.0,1.082,1.024,,5.3698,464.8,kepler
FALSE POSITIVE,2.6827683,1.19,1366.57,1551.0,6180.0,1.223,0.997,,2.957,79.8,kepler
CONFIRMED,3.601465336,2.31,232.65,996.0,5052.0,0.855,0.805,,2.2753,777.7,kepler
FALSE POSITIVE,3.108251172,4.43,340.69,1096.0,5330.0,0.847,0.819,,2.5048,1867.7,kepler
CONFIRMED,25.8474958,2.4,48.23,672.0,6297.0,1.031,1.084,,5.985,537.4,kepler
CONFIRMED,40.715561,2.7,26.34,578.0,6297.0,1.031,1.084,,6.894,680.9,kepler
FALSE POSITIVE,20.42720701,4.42,48.72,674.0,6014.0,0.958,1.043,,3.447,1273.0,kepler
FALSE POSITIVE,1.023471798,3.78,2103.09,1727.0,5741.0,0.893,0.901,,2.3499,861.4,kepler
FALSE POSITIVE,1.096583368,1.35,1119.9,1474.0,5222.0,0.763,0.717,,2.1188,308.5,kepler
CANDIDATE,9.95639775,28.15,158.42,905.0,6161.0,1.053,1.15,,5.615,510.5,kepler
CONFIRMED,6.50327035,1.67,98.81,804.0,4999.0,0.843,0.8,,2.591,418.3,kepler
CONFIRMED,4.09667624,1.42,182.9,938.0,4999.0,0.843,0.8,,2.19,302.3,kepler
CONFIRMED,1.196548464,1.25,945.12,1414.0,4999.0,0.843,0.8,,1.2592,224.6,kepler
CONFIRMED,11.47609015,2.07,221.34,984.0,6071.0,1.41,1.156,,5.046,182.3,kepler
CONFIRMED,25.2630467,1.71,77.24,756.0,6071.0,1.41,1.156,,6.22,125.5,kepler
CONFIRMED,10.43547031,1.22,78.35,759.0,5528.0,0.853,0.838,,3.4167,210.2,kepler
CONFIRMED,7.41084314,0.94,123.4,850.0,5528.0,0.853,0.838,,3.245,124.1,kepler
CONFIRMED,24.58716355,2.37,18.72,530.0,5474.0,0.749,0.831,,3.984,907.5,kepler
CONFIRMED,12.53248222,3.24,85.15,775.0,5997.0,0.904,0.991,,4.0168,1145.9,kepler
CONFIRMED,13.19720694,4.18,40.03,642.0,4954.0,0.885,0.827,,3.4872,2141.4,kepler
FALSE POSITIVE,2.866680334,2.93,282.64,1045.0,5238.0,0.764,0.854,,1.1264,712.4,kepler
CONFIRMED,17.44486016,3.24,50.32,679.0,5568.0,0.966,0.882,,4.445,826.9,kepler
CONFIRMED,7.33685101,1.52,138.46,875.0,5795.0,0.848,0.938,,3.548,325.8,kepler
FALSE POSITIVE,1.204274435,1.19,1413.91,1564.0,5668.0,0.849,0.938,,1.3362,185.8,kepler
CONFIRMED,27.6652847,2.21,39.94,641.0,6036.0,1.017,0.939,,6.633,469.2,kepler
CONFIRMED,14.55730897,4.32,141.0,879.0,5774.0,1.412,1.048,,7.7643,956.9,kepler
CONFIRMED,33.6528474,3.05,11.5,470.0,4954.0,0.885,0.827,,3.9616,1140.8,kepler
FALSE POSITIVE,0.54624855,18.93,2677.36,1837.0,5414.0,0.714,0.792,,2.0543,639.7,kepler
CONFIRMED,18.82744023,2.7,37.82,632.0,5687.0,0.86,0.93,,4.664,1006.2,kepler
FALSE POSITIVE,8.4120069,1.71,28.69,590.0,4502.0,0.621,0.662,,3.923,819.6,kepler
CONFIRMED,5.747711909,1.86,40.07,641.0,4252.0,0.632,0.637,,1.8923,820.1,kepler
CONFIRMED,3.504691252,2.03,435.21,1165.0,5356.0,1.055,0.882,,1.9811,315.1,kepler
CONFIRMED,12.21828097,5.1,114.59,835.0,5822.0,1.081,0.957,,2.6969,1843.4,kepler
FALSE POSITIVE,6.47179275,2.08,316.0,1075.0,6341.0,1.033,1.083,,6.788,402.5,kepler
CONFIRMED,13.21409607,2.77,36.95,629.0,5333.0,0.728,0.813,,3.5641,1154.8,kepler
CONFIRMED,6.05729966,1.94,189.98,947.0,5334.0,1.004,0.865,,3.7419,385.2,kepler
CONFIRMED,8.11528727,3.1,140.92,879.0,5926.0,0.887,0.978,,3.211,834.9,kepler
CONFIRMED,36.9250409,3.01,18.7,530.0,5926.0,0.887,0.978,,4.9381,902.0,kepler
FALSE POSITIVE,8.09695764,34.0,484.58,1197.0,5949.0,1.707,1.122,,3.319,283.5,kepler
CONFIRMED,32.3122867,4.84,56.49,699.0,5821.0,1.494,1.043,,6.569,677.8,kepler
CONFIRMED,9.22961384,2.79,257.11,1021.0,6320.0,1.252,1.273,,2.235,492.1,kepler
CONFIRMED,14.5598556,1.64,78.26,758.0,5959.0,0.966,0.983,,5.624,290.6,kepler
CONFIRMED,4.176254191,3.07,139.48,876.0,4957.0,0.776,0.867,,3.6716,1360.1,kepler
CONFIRMED,6.10027621,2.59,227.15,990.0,5957.0,0.937,1.026,,4.7476,766.6,kepler
FALSE POSITIVE,10.9110487,2.36,90.07,786.0,5903.0,0.864,0.955,,7.033,401.9,kepler
CONFIRMED,8.408878137,2.28,101.22,809.0,5551.0,0.812,0.776,,3.4967,798.9,kepler
CONFIRMED,10.93725572,2.41,86.28,777.0,5334.0,1.004,0.865,,3.0822,421.6,kepler
CONFIRMED,2.97136658,1.52,490.13,1200.0,5334.0,1.004,0.865,,2.716,233.3,kepler
CONFIRMED,2.936527336,1.92,505.22,1209.0,5359.0,1.002,0.867,,1.771,352.3,kepler
CONFIRMED,7.03902016,2.45,288.92,1051.0,6321.0,1.058,1.108,,3.8633,529.8,kepler
CONFIRMED,8.360870704,3.67,53.68,690.0,4743.0,0.81,0.786,,2.7144,2039.7,kepler
CONFIRMED,21.76129812,2.53,13.18,486.0,4859.0,0.72,0.781,,1.243,1300.7,kepler
FALSE POSITIVE,5.48990788,23.6,275.65,1039.0,5982.0,0.96,1.047,,4.02,598.9,kepler
FALSE POSITIVE,0.73093905,1.45,1159.62,1488.0,4768.0,0.711,0.714,,2.8437,451.1,kepler
CONFIRMED,11.39102358,1.67,34.55,618.0,4983.0,0.728,0.836,,2.303,448.6,kepler
CONFIRMED,12.33343853,4.12,165.3,915.0,5896.0,1.24,0.884,,6.221,536.4,kepler
CONFIRMED,8.01500821,2.0,132.46,865.0,5359.0,1.002,0.867,,3.0137,363.0,kepler
CONFIRMED,7.053934488,2.36,117.33,840.0,5357.0,0.863,0.854,,1.7244,511.5,kepler
CONFIRMED,4.29263699,0.68,227.69,991.0,5357.0,0.863,0.854,,2.7,61.4,kepler
CONFIRMED,7.6746614,2.8,198.67,957.0,6063.0,1.001,1.079,,1.9374,503.0,kepler
FALSE POSITIVE,1.073917869,33.01,2450.63,1794.0,5962.0,0.959,1.011,,2.4305,1926.6,kepler
FALSE POSITIVE,2.227718792,8.88,906.46,1400.0,6038.0,0.922,1.0,,4.9699,1039.0,kepler
FALSE POSITIVE,0.591914504,27.21,1746.78,1646.0,5122.0,0.655,0.713,,1.0225,1057.7,kepler
CONFIRMED,36.7704935,2.83,8.6,437.0,5142.0,0.755,0.84,,4.42,1346.6,kepler
CONFIRMED,14.58932429,2.32,29.53,594.0,5142.0,0.755,0.84,,2.4184,831.3,kepler
CONFIRMED,0.764017553,0.86,1503.79,1589.0,5142.0,0.755,0.84,,1.103,128.2,kepler
CONFIRMED,59.8780258,2.19,1.31,273.0,4016.0,0.599,0.595,,4.8027,1419.1,kepler
CANDIDATE,20.51360192,2.58,20.15,540.0,5310.0,0.704,0.733,,3.4769,1174.1,kepler
CONFIRMED,0.927859786,1.79,813.3,1361.0,4815.0,0.699,0.799,,1.4279,515.3,kepler
CONFIRMED,7.10695741,1.72,422.8,1157.0,5761.0,1.518,1.036,,5.1462,131.0,kepler
CANDIDATE,3.17405898,2.09,780.46,1348.0,5640.0,1.233,0.979,,2.3156,282.2,kepler
CONFIRMED,2.1395563,1.76,974.3,1425.0,5534.0,1.08,0.926,,2.0678,266.1,kepler
CONFIRMED,4.807103254,2.96,330.84,1088.0,5534.0,1.08,0.926,,0.9393,450.5,kepler
CONFIRMED,2.633852528,1.38,387.43,1131.0,5114.0,0.878,0.817,,2.0206,259.8,kepler
CONFIRMED,6.18670882,1.21,123.96,851.0,5114.0,0.878,0.817,,2.909,202.6,kepler
CONFIRMED,1.796320953,1.2,827.82,1367.0,5576.0,0.829,0.8,,1.9139,210.9,kepler
CONFIRMED,3.468073,1.29,343.57,1098.0,5576.0,0.829,0.8,,2.361,243.9,kepler
CONFIRMED,5.9142668,1.31,168.51,919.0,5576.0,0.829,0.8,,2.661,253.2,kepler
CONFIRMED,14.00640392,3.11,100.09,807.0,5788.0,1.124,0.969,,4.6919,716.4,kepler
CONFIRMED,3.546531809,2.18,510.26,1212.0,5993.0,0.986,1.093,,2.2746,442.7,kepler
CONFIRMED,5.70070626,2.03,270.62,1035.0,5993.0,0.986,1.093,,1.6408,379.8,kepler
CONFIRMED,20.8341497,2.26,23.82,563.0,5296.0,0.808,0.821,,4.522,803.1,kepler
CONFIRMED,7.0556584,2.13,100.88,808.0,5296.0,0.808,0.821,,3.0479,705.6,kepler
CONFIRMED,10.47548084,2.11,20.15,540.0,4463.0,0.611,0.662,,2.3024,1070.7,kepler
CONFIRMED,22.92886314,2.08,7.09,416.0,4463.0,0.611,0.662,,2.0831,908.9,kepler
CONFIRMED,6.88595222,2.68,189.35,946.0,5616.0,0.999,0.903,,4.148,428.5,kepler
FALSE POSITIVE,3.125814002,1.88,1073.04,1460.0,6358.0,1.181,1.125,,1.7895,238.8,kepler
CONFIRMED,5.660669429,3.24,365.53,1115.0,5746.0,1.173,0.927,,4.6483,737.8,kepler
FALSE POSITIVE,10.80487163,1.71,127.84,857.0,6092.0,0.998,1.074,,2.7215,292.7,kepler
CONFIRMED,13.71938426,1.98,131.94,864.0,6387.0,1.105,1.145,,5.5677,316.4,kepler
CONFIRMED,29.2214959,1.81,20.03,539.0,5576.0,0.829,0.8,,4.014,394.0,kepler
CONFIRMED,44.8520997,3.35,16.35,513.0,5514.0,1.071,0.926,,3.5729,780.8,kepler
CONFIRMED,20.34237838,2.88,46.93,667.0,5514.0,1.071,0.926,,2.3351,564.6,kepler
CONFIRMED,23.58444746,3.0,66.96,730.0,5655.0,1.354,0.947,,5.5545,429.2,kepler
CONFIRMED,11.97884409,2.11,49.87,678.0,5296.0,0.808,0.821,,3.751,707.9,kepler
CONFIRMED,3.71545593,1.46,237.42,1001.0,5296.0,0.808,0.821,,2.558,331.7,kepler
CONFIRMED,2.58083264,1.31,386.18,1130.0,5296.0,0.808,0.821,,2.1729,270.2,kepler
FALSE POSITIVE,1.487084251,1.6,1076.29,1462.0,5650.0,0.876,0.993,,1.3233,295.7,kepler
CONFIRMED,19.25404023,3.04,44.17,657.0,5798.0,0.941,1.038,,4.6509,987.7,kepler
CONFIRMED,15.0549356,1.6,66.72,729.0,5616.0,0.999,0.903,,4.801,256.4,kepler
CONFIRMED,2.92721119,1.29,593.23,1258.0,5616.0,0.999,0.903,,2.545,170.2,kepler
CONFIRMED,38.2856338,1.77,19.24,534.0,5616.0,0.999,0.903,,6.512,322.8,kepler
CONFIRMED,19.80787763,2.08,35.89,624.0,5775.0,0.84,0.934,,3.453,616.3,kepler
CONFIRMED,2.343230566,1.18,292.31,1054.0,4798.0,0.782,0.761,,2.0424,246.5,kepler
CONFIRMED,19.12947603,4.23,105.25,817.0,5372.0,1.71,1.084,,3.9622,451.2,kepler
CONFIRMED,6.1469956,2.04,433.72,1164.0,6110.0,1.296,1.185,,3.3153,249.6,kepler
CONFIRMED,54.1558384,3.88,11.12,466.0,5798.0,0.941,1.038,,4.432,1109.8,kepler
CONFIRMED,11.1199028,2.08,42.07,649.0,5078.0,0.766,0.816,,3.3759,636.3,kepler
CONFIRMED,0.567856484,1.55,2760.23,1848.0,5073.0,0.853,0.806,,1.0258,334.8,kepler
FALSE POSITIVE,11.70219638,16.15,63.16,719.0,5758.0,0.762,0.848,,2.6658,639.7,kepler
CONFIRMED,10.44635944,2.18,102.77,812.0,5968.0,0.881,0.97,,2.749,354.2,kepler
CONFIRMED,2.508553286,1.28,629.8,1278.0,5814.0,0.881,0.944,,2.2664,211.6,kepler
CONFIRMED,13.75129636,1.66,65.24,725.0,5814.0,0.881,0.944,,3.853,348.5,kepler
FALSE POSITIVE,5.082722475,4.4,296.94,1059.0,5780.0,1.0,1.0,,5.9139,1974.1,kepler
CANDIDATE,6.84639884,1.9,387.84,1132.0,6065.0,1.31,1.115,,3.4919,149.7,kepler
CONFIRMED,7.64970832,1.43,404.99,1144.0,5855.0,1.613,1.266,,6.625,55.4,kepler
CONFIRMED,10.30401132,1.84,122.98,849.0,5657.0,1.046,0.921,,4.2246,316.1,kepler
CONFIRMED,3.016182013,2.25,1044.49,1449.0,5611.0,1.4,0.995,,2.8349,222.5,kepler
CONFIRMED,6.8833761,1.69,127.67,857.0,5679.0,0.794,0.886,,2.2702,458.4,kepler
FALSE POSITIVE,0.833980196,1.45,2562.78,1816.0,5747.0,0.871,0.939,,1.756,261.2,kepler
FALSE POSITIVE,1.926353494,1.33,1146.34,1484.0,6063.0,0.899,0.893,,2.5305,185.1,kepler
CONFIRMED,5.41908491,1.38,225.71,989.0,5814.0,0.881,0.944,,2.3379,231.0,kepler
CONFIRMED,7.01733571,1.61,221.46,984.0,6052.0,0.967,0.974,,3.567,255.5,kepler
CONFIRMED,6.91134223,1.9,328.65,1086.0,5685.0,1.35,1.039,,5.6743,201.7,kepler
CONFIRMED,7.19304935,1.59,232.36,995.0,6185.0,0.991,1.06,,3.407,255.3,kepler
CONFIRMED,14.64613058,2.22,54.95,694.0,5717.0,0.884,0.984,,5.688,593.5,kepler
CONFIRMED,11.29689442,1.74,160.18,907.0,6096.0,1.176,1.155,,4.623,198.5,kepler
FALSE POSITIVE,19.30112039,1.66,47.49,669.0,5687.0,0.943,0.83,,6.0752,232.3,kepler
CONFIRMED,5.968724048,3.26,579.9,1251.0,6122.0,1.439,1.123,,3.651,510.6,kepler
CONFIRMED,15.19423359,3.69,150.25,893.0,5588.0,1.593,1.031,,3.106,367.8,kepler
FALSE POSITIVE,15.6402515,18.11,39.55,640.0,5346.0,0.826,0.771,,6.222,800.3,kepler
CONFIRMED,5.62154315,1.37,229.04,992.0,5637.0,0.96,0.924,,2.4143,172.3,kepler
FALSE POSITIVE,1.074106954,0.52,588.96,1255.0,4699.0,0.676,0.756,,1.9797,64.5,kepler
CONFIRMED,8.50698069,1.9,155.42,900.0,5822.0,0.986,0.951,,2.938,295.5,kepler
CONFIRMED,44.9306706,2.49,24.17,565.0,6121.0,1.164,1.233,,6.539,438.4,kepler
CONFIRMED,14.13175309,3.02,49.18,675.0,5616.0,0.822,0.907,,4.0136,1033.0,kepler
FALSE POSITIVE,1.061934816,25.72,1789.63,1660.0,5730.0,0.87,0.968,,3.2551,437.2,kepler
CONFIRMED,33.1996355,2.85,13.09,485.0,5102.0,0.88,0.819,,5.022,1112.5,kepler
FALSE POSITIVE,8.65306587,19.78,37.94,633.0,4641.0,0.694,0.682,,4.486,1048.1,kepler
CANDIDATE,6.80082032,1.88,55.83,697.0,4805.0,0.688,0.769,,1.9883,699.9,kepler
CONFIRMED,19.30581662,4.0,104.41,815.0,5661.0,1.522,1.04,,4.2902,709.1,kepler
CONFIRMED,13.22175358,2.38,39.56,640.0,5211.0,0.799,0.838,,2.7884,876.5,kepler
CONFIRMED,7.16893064,1.61,469.56,1187.0,6221.0,1.458,1.225,,4.6766,112.8,kepler
CONFIRMED,5.729317577,2.41,123.03,850.0,5320.0,0.786,0.882,,1.1816,865.4,kepler
CONFIRMED,11.60908533,1.71,48.06,671.0,5320.0,0.786,0.882,,2.2603,489.3,kepler
CONFIRMED,40.05881661,3.43,13.57,489.0,5668.0,0.868,0.963,,5.595,1239.4,kepler
CONFIRMED,6.09747233,2.22,485.84,1197.0,5661.0,1.522,1.04,,3.431,217.6,kepler
CONFIRMED,56.637918,3.68,24.87,570.0,5661.0,1.522,1.04,,6.172,589.7,kepler
FALSE POSITIVE,2.243016513,1.37,438.46,1167.0,5462.0,0.732,0.812,,2.721,299.6,kepler
FALSE POSITIVE,8.6531216,22.58,84.05,772.0,5421.0,0.852,0.969,,4.39,654.8,kepler
CONFIRMED,8.99088621,2.78,200.35,960.0,5881.0,1.171,1.032,,4.2447,469.7,kepler
CONFIRMED,50.28635977,3.88,20.59,543.0,5900.0,1.167,1.012,,6.3212,1119.3,kepler
CONFIRMED,22.79020351,2.57,38.27,634.0,5478.0,1.053,0.914,,5.0394,617.9,kepler
CONFIRMED,13.26079792,1.47,78.79,760.0,5478.0,1.053,0.914,,3.912,199.4,kepler
CONFIRMED,10.21864532,2.33,169.13,920.0,6100.0,1.083,1.017,,3.802,445.3,kepler
CONFIRMED,15.573637,2.94,96.38,799.0,6100.0,1.083,1.017,,5.326,468.1,kepler
CONFIRMED,40.1015561,2.92,27.31,583.0,6100.0,1.083,1.017,,5.246,550.0,kepler
CONFIRMED,4.45814897,1.61,511.6,1212.0,6100.0,1.083,1.017,,2.867,188.1,kepler
FALSE POSITIVE,5.663621501,2.47,84.76,774.0,4917.0,0.723,0.761,,1.2968,1225.0,kepler
CONFIRMED,6.230335,3.7,138.33,875.0,5477.0,0.865,0.983,,1.6493,1449.2,kepler
CONFIRMED,12.49340725,2.2,42.08,649.0,5207.0,0.795,0.84,,2.2614,715.7,kepler
CONFIRMED,6.62643441,2.54,151.59,895.0,5616.0,0.903,1.006,,3.1752,814.6,kepler
CONFIRMED,3.70122061,1.62,330.02,1087.0,5616.0,0.903,1.006,,2.523,327.4,kepler
CONFIRMED,13.73474071,2.71,38.11,634.0,5196.0,0.772,0.726,,2.769,746.4,kepler
CONFIRMED,14.55387488,3.45,183.48,939.0,6143.0,1.507,1.246,,6.973,319.7,kepler
CONFIRMED,24.8056775,2.16,28.22,588.0,5600.0,0.872,0.793,,6.148,624.4,kepler
CONFIRMED,13.02493307,2.88,90.1,786.0,5657.0,1.046,0.921,,4.5706,778.4,kepler
CONFIRMED,44.3471936,2.45,13.0,484.0,5600.0,0.872,0.793,,6.43,791.7,kepler
CONFIRMED,9.2207691,1.02,105.63,817.0,5600.0,0.872,0.793,,4.907,140.0,kepler
CONFIRMED,13.6396648,1.1,62.6,717.0,5600.0,0.872,0.793,,5.425,162.7,kepler
CONFIRMED,1.922799706,1.28,514.44,1215.0,5194.0,0.815,0.879,,1.8604,259.7,kepler
CONFIRMED,3.222975318,1.47,558.65,1239.0,5823.0,0.96,0.899,,2.9247,232.7,kepler
CANDIDATE,42.0370662,1.66,18.16,527.0,5823.0,0.96,0.899,,6.282,266.8,kepler
CANDIDATE,21.0112068,1.4,45.79,663.0,5823.0,0.96,0.899,,4.507,163.6,kepler
CONFIRMED,4.16811839,2.28,628.73,1277.0,5689.0,1.313,1.0,,2.8084,263.0,kepler
CONFIRMED,5.82348911,3.0,196.33,955.0,5774.0,0.864,0.916,,2.2441,888.7,kepler
CANDIDATE,8.75059775,2.27,51.0,682.0,4942.0,0.779,0.884,,2.8288,881.9,kepler
FALSE POSITIVE,9.41475056,19.33,202.58,962.0,6406.0,1.033,1.061,,4.736,483.4,kepler
CONFIRMED,7.13969705,2.24,205.23,965.0,6014.0,0.993,1.101,,3.981,512.9,kepler
FALSE POSITIVE,3.00363219,1.43,1441.44,1571.0,6309.0,1.32,1.046,,3.732,101.2,kepler
CONFIRMED,11.30123036,1.85,124.42,852.0,5730.0,1.122,1.005,,4.022,277.1,kepler
CONFIRMED,4.24153629,1.44,452.95,1177.0,5776.0,1.047,0.875,,2.971,188.1,kepler
CONFIRMED,14.37457572,1.94,87.24,779.0,5768.0,1.067,0.946,,4.7892,335.8,kepler
CONFIRMED,9.65188331,1.08,148.32,890.0,5768.0,1.067,0.946,,4.296,103.2,kepler
CONFIRMED,49.4781446,1.88,10.73,462.0,5776.0,0.849,0.939,,2.493,496.6,kepler
CONFIRMED,2.403640701,1.24,1164.85,1489.0,5881.0,1.171,1.032,,1.4012,74.9,kepler
FALSE POSITIVE,2.90060781,1.58,1727.31,1645.0,6547.0,1.371,1.198,,2.563,124.8,kepler
CONFIRMED,4.51436096,1.84,543.73,1231.0,5940.0,1.215,1.091,,3.0083,230.7,kepler
CONFIRMED,3.77359871,1.29,614.52,1270.0,6224.0,0.969,0.868,,2.7282,176.0,kepler
CONFIRMED,8.18182189,1.77,218.9,981.0,6224.0,0.969,0.868,,2.4566,299.6,kepler
CONFIRMED,4.919584997,2.86,702.13,1312.0,6236.0,1.378,1.224,,4.1988,425.7,kepler
CONFIRMED,11.41911886,3.32,170.33,921.0,6311.0,1.172,1.253,,5.135,509.2,kepler
CONFIRMED,11.36113254,2.6,134.97,869.0,6244.0,1.009,1.069,,4.1886,569.5,kepler
FALSE POSITIVE,1.3866358,0.72,1205.94,1503.0,5693.0,0.856,0.95,,4.77,70.1,kepler
CONFIRMED,11.13127159,2.06,194.31,952.0,5800.0,1.435,1.195,,4.2372,211.2,kepler
FALSE POSITIVE,3.47143963,1.19,805.05,1358.0,6341.0,1.111,1.154,,3.663,99.8,kepler
CONFIRMED,29.6193891,1.74,26.79,580.0,5618.0,0.996,0.911,,4.9595,314.7,kepler
CONFIRMED,8.925079516,2.36,36.89,628.0,4728.0,0.693,0.768,,2.6766,977.5,kepler
CONFIRMED,8.0922105,1.44,331.65,1089.0,5774.0,1.395,0.907,,5.7696,65.3,kepler
CONFIRMED,22.687155,3.2,42.95,653.0,5657.0,1.046,0.921,,5.4921,960.0,kepler
FALSE POSITIVE,1.544927524,1.39,2606.96,1824.0,6309.0,1.132,1.018,,1.0134,138.5,kepler
CONFIRMED,4.48758768,1.37,684.07,1305.0,6060.0,1.257,0.972,,2.874,112.0,kepler
CONFIRMED,16.56062577,2.94,57.28,701.0,5818.0,0.855,0.727,,2.611,700.8,kepler
CONFIRMED,15.74958583,2.77,86.18,777.0,6191.0,1.025,1.088,,4.6672,659.5,kepler
CONFIRMED,33.8845825,1.74,19.13,533.0,5607.0,0.886,0.8,,6.538,224.1,kepler
CONFIRMED,6.40087137,1.91,357.44,1109.0,5426.0,1.421,0.943,,2.5561,133.6,kepler
FALSE POSITIVE,1.231364189,5.39,2005.15,1707.0,5897.0,0.891,0.778,,5.8574,1097.1,kepler
FALSE POSITIVE,2.102416517,29.29,1003.06,1435.0,5999.0,0.959,1.045,,1.7684,1502.5,kepler
FALSE POSITIVE,13.73808249,3.84,163.52,912.0,6375.0,1.178,0.991,,3.354,660.7,kepler
FALSE POSITIVE,4.81886153,2.96,98.29,803.0,5030.0,0.651,0.705,,6.223,1318.6,kepler
CONFIRMED,34.5439452,2.67,32.02,607.0,5933.0,1.115,0.998,,3.482,429.8,kepler
CONFIRMED,10.74241765,3.06,243.94,1008.0,5761.0,1.518,1.036,,6.0633,415.2,kepler
CONFIRMED,4.75400072,2.0,85.23,775.0,4728.0,0.693,0.768,,2.5394,748.7,kepler
FALSE POSITIVE,9.08937826,5.35,351.45,1104.0,6739.0,1.275,1.283,,6.255,779.8,kepler
CONFIRMED,31.99552485,4.12,27.17,582.0,5657.0,1.046,0.921,,4.2817,1376.1,kepler
FALSE POSITIVE,1.577800747,31.24,1236.23,1513.0,6089.0,0.802,0.862,,2.1626,697.7,kepler
FALSE POSITIVE,1.752567456,26.56,1202.54,1502.0,5739.0,0.996,0.98,,5.4993,607.3,kepler
CANDIDATE,3.014330766,2.87,377.79,1124.0,5209.0,0.953,0.925,,2.4747,975.3,kepler
CONFIRMED,5.644914154,2.66,72.38,744.0,4769.0,0.714,0.799,,2.2599,1397.9,kepler
CONFIRMED,3.105507835,2.68,217.91,980.0,4989.0,0.791,0.878,,1.7458,904.6,kepler
FALSE POSITIVE,1.336109338,35.19,2106.49,1727.0,6119.0,0.967,0.982,,1.7419,2204.3,kepler
CONFIRMED,15.27443889,2.17,152.62,896.0,5761.0,1.518,1.036,,6.0765,206.7,kepler
FALSE POSITIVE,0.973547911,11.52,2556.6,1814.0,6084.0,0.863,0.944,,2.2858,435.7,kepler
FALSE POSITIVE,3.053563251,21.79,444.16,1171.0,5764.0,0.863,0.959,,3.2551,508.4,kepler
CONFIRMED,11.00817635,2.15,13.39,488.0,4141.0,0.582,0.596,,2.013,1462.5,kepler
CONFIRMED,12.69905011,2.62,52.55,686.0,5291.0,0.882,0.875,,2.9899,797.4,kepler
