target_class,orbital_period,planetary_radius,insolation_flux,equilibrium_temp,stellar_temp,stellar_radius,stellar_mass,distance,transit_duration,transit_depth,data_source,earth_similarity_score,similarity_breakdown,earth_similarity_category
FALSE POSITIVE,2.95600563,0.81,509.55,1211.0,5668.0,0.916,0.908,,2.6717,76.1,kepler,51.32172642027211,"{'planetary_radius': 0.9789278968684347, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7591628428527073, 'stellar_temp': 0.945, 'stellar_radius': 0.9824522171383987}",Moderate
FALSE POSITIVE,25.3710555,1.43,87.17,779.0,6029.0,1.494,1.091,,3.739,78.6,kepler,53.597731868542475,"{'planetary_radius': 0.9642325555728184, 'insolation_flux': 0.10642795299530294, 'equilibrium_temp': 0, 'orbital_period': 0.8666513463185972, 'stellar_temp': 0.8745, 'stellar_radius': 0.9197085826578749}",Moderate
FALSE POSITIVE,4.468456599,24.81,321.94,1081.0,5869.0,0.942,1.054,,1.4195,906.7,kepler,42.649740111736136,"{'planetary_radius': 0.678875320229629, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7798230509253039, 'stellar_temp': 0.9545, 'stellar_radius': 0.9880499991188452}",Moderate
FALSE POSITIVE,1.71030803,1.32,1039.18,1449.0,5790.0,0.9,0.998,,2.718,216.0,kepler,51.31978999362954,"{'planetary_radius': 0.9722368263401721, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7318045719082206, 'stellar_temp': 0.994, 'stellar_radius': 0.9789278968684347}",Moderate
FALSE POSITIVE,1.33254971,1.36,2377.19,1782.0,6150.0,1.004,0.946,,4.69,158.3,kepler,49.40680994526026,"{'planetary_radius': 0.9692515300252039, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7193256065773672, 'stellar_temp': 0.8140000000000001, 'stellar_radius': 0.9992015957460925}",Moderate
FALSE POSITIVE,0.849277809,20.11,2366.84,1781.0,5743.0,0.853,0.949,,3.137,690.8,kepler,42.63037716828345,"{'planetary_radius': 0.6998782796215439, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6968024511127593, 'stellar_temp': 0.9825, 'stellar_radius': 0.9682008537019084}",Moderate
FALSE POSITIVE,1.752564549,1.38,2174.09,1741.0,6221.0,1.18,1.09,,3.503,116.6,kepler,48.98348412458632,"{'planetary_radius': 0.9677916500830887, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7330249060571231, 'stellar_temp': 0.7785, 'stellar_radius': 0.9668971123044854}",Moderate
FALSE POSITIVE,0.566816802,0.68,1483.43,1585.0,4665.0,0.704,0.695,,1.981,94.0,kepler,44.692885045428696,"{'planetary_radius': 0.9614337519188015, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6765849410688742, 'stellar_temp': 0.4435, 'stellar_radius': 0.9298046154351811}",Moderate
FALSE POSITIVE,2.065351521,1.03,485.51,1196.0,5266.0,0.749,0.702,,2.661,173.2,kepler,49.47466649250155,"{'planetary_radius': 0.9970441197758455, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7412359194691098, 'stellar_temp': 0.744, 'stellar_radius': 0.9421967409070164}",Moderate
FALSE POSITIVE,2.253551793,1.7,2547.01,1812.0,6526.0,1.426,1.226,,3.66,119.6,kepler,46.769204672627815,"{'planetary_radius': 0.9469371748937829, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7455962747806432, 'stellar_temp': 0.626, 'stellar_radius': 0.9290253356015792}",Moderate
CONFIRMED,1.06378861,1.61,1761.19,1650.0,5265.0,1.002,0.919,,1.072,251.5,kepler,48.08492678321729,"{'planetary_radius': 0.9523765821003628, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.708062732286908, 'stellar_temp': 0.7435, 'stellar_radius': 0.9996003994674654}",Moderate
FALSE POSITIVE,1.854493861,29.39,657.94,1291.0,5431.0,0.843,0.945,,4.2367,1287.3,kepler,40.31076311621973,"{'planetary_radius': 0.6619345519569174, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7358514878492494, 'stellar_temp': 0.8265, 'stellar_radius': 0.9658423358039436}",Moderate
FALSE POSITIVE,1.020713389,0.9,2079.36,1724.0,5815.0,0.87,0.913,,0.873,102.3,kepler,51.41961625228245,"{'planetary_radius': 0.9894639484342174, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7059959866589439, 'stellar_temp': 0.9815, 'stellar_radius': 0.9721475865332985}",Moderate
FALSE POSITIVE,2.1990638,1.33,330.97,1087.0,5003.0,0.707,0.681,,3.197,344.8,kepler,47.366463397067825,"{'planetary_radius': 0.9714821057766337, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7443724836854377, 'stellar_temp': 0.6125, 'stellar_radius': 0.9306550773828871}",Moderate
FALSE POSITIVE,1.710279417,1.57,1272.5,1524.0,5834.0,1.023,1.132,,2.252,228.8,kepler,50.662071009094625,"{'planetary_radius': 0.9548924380639783, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7318037354144766, 'stellar_temp': 0.972, 'stellar_radius': 0.9954521026061022}",Moderate
CONFIRMED,9.88736642,0.68,82.32,768.0,5693.0,0.816,0.911,,4.23,68.0,kepler,54.35693906210922,"{'planetary_radius': 0.9614337519188015, 'insolation_flux': 0.11787718169484118, 'equilibrium_temp': 0, 'orbital_period': 0.8195337886192172, 'stellar_temp': 0.9575, 'stellar_radius': 0.959331815196394}",Moderate
CONFIRMED,0.789160884,0.91,564.46,1244.0,4258.0,0.622,0.61,,0.9268,215.1,kepler,43.57356921493913,"{'planetary_radius': 0.9905689320528759, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6931316439595806, 'stellar_temp': 0.24, 'stellar_radius': 0.9050369627514084}",Moderate
CONFIRMED,1.44445234,2.03,2479.44,1800.0,5305.0,1.449,0.939,,0.9753,200.7,kepler,47.37359305531707,"{'planetary_radius': 0.9291964206946304, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7233574097816707, 'stellar_temp': 0.7635000000000001, 'stellar_radius': 0.9258252673322909}",Moderate
FALSE POSITIVE,9.60853601,31.99,221.77,984.0,6377.0,1.158,1.225,,3.672,584.4,kepler,39.643070469202854,"{'planetary_radius': 0.6534576646038573, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8181034910237941, 'stellar_temp': 0.7005, 'stellar_radius': 0.9706611241698393}",Low
FALSE POSITIVE,10.16104834,2.72,96.98,800.0,5636.0,0.913,0.881,,3.0448,908.9,kepler,51.53355088693677,"{'planetary_radius': 0.8999368119692094, 'insolation_flux': 0.08509904566455884, 'equilibrium_temp': 0, 'orbital_period': 0.8208989784633693, 'stellar_temp': 0.929, 'stellar_radius': 0.9817961203225662}",Moderate
CANDIDATE,12.89623554,2.55,89.02,783.0,6072.0,0.923,1.005,,2.625,426.6,kepler,51.525465259843585,"{'planetary_radius': 0.9063906640829665, 'insolation_flux': 0.1022277872824583, 'equilibrium_temp': 0, 'orbital_period': 0.8328176699772416, 'stellar_temp': 0.853, 'stellar_radius': 0.983974791104143}",Moderate
CONFIRMED,24.7543849,2.1,13.7,491.0,4852.0,0.804,0.778,,3.39,593.3,kepler,58.49326308702246,"{'planetary_radius': 0.9258062655270622, 'insolation_flux': 0.4765208334331842, 'equilibrium_temp': 0, 'orbital_period': 0.8654210295184159, 'stellar_temp': 0.5369999999999999, 'stellar_radius': 0.9563687980393659}",Moderate
CONFIRMED,17.7838298,1.6,66.87,729.0,6014.0,1.021,1.037,,3.997,247.1,kepler,54.864308170543296,"{'planetary_radius': 0.9529996370754265, 'insolation_flux': 0.15944991278682252, 'equilibrium_temp': 0, 'orbital_period': 0.8488853777792464, 'stellar_temp': 0.882, 'stellar_radius': 0.9958434921634943}",Moderate
FALSE POSITIVE,2.15839583,14.28,350.53,1103.0,5272.0,0.662,0.732,,8.09,352.2,kepler,41.51532201814657,"{'planetary_radius': 0.7341140043088562, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7434391611926011, 'stellar_temp': 0.747, 'stellar_radius': 0.9175020553909743}",Moderate
CANDIDATE,1.570592397,1.37,1135.98,1480.0,5519.0,0.921,0.837,,0.623,214.4,kepler,49.95370794799854,"{'planetary_radius': 0.9685189260159967, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7275435410245474, 'stellar_temp': 0.8705, 'stellar_radius': 0.9835409514546339}",Moderate
FALSE POSITIVE,2.61841046,1.12,567.24,1245.0,5912.0,0.82,0.908,,3.304,180.2,kepler,51.32255569954117,"{'planetary_radius': 0.9886671314692996, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7530992694186017, 'stellar_temp': 0.933, 'stellar_radius': 0.9603098122552324}",Moderate
FALSE POSITIVE,4.593594819,8.85,378.37,1125.0,6075.0,0.969,1.048,,2.6391,1455.2,kepler,44.754297381788945,"{'planetary_radius': 0.7819582540980162, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7812040425939827, 'stellar_temp': 0.8515, 'stellar_radius': 0.9937018665817259}",Moderate
FALSE POSITIVE,6.17039154,2.17,264.63,1029.0,6137.0,0.963,1.038,,2.116,502.9,kepler,48.802706752130916,"{'planetary_radius': 0.9225272832447632, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.795959012197203, 'stellar_temp': 0.8205, 'stellar_radius': 0.9924596265631977}",Moderate
CANDIDATE,6.422943288,1.66,269.8,1034.0,6102.0,1.016,1.049,,1.0815,261.4,kepler,49.823321052781836,"{'planetary_radius': 0.9493182397631548, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7979647209043474, 'stellar_temp': 0.838, 'stellar_radius': 0.996825330168742}",Moderate
FALSE POSITIVE,4.27121961,2.17,97.84,802.0,4702.0,0.67,0.654,,2.9283,966.7,kepler,46.75433215324023,"{'planetary_radius': 0.9225272832447632, 'insolation_flux': 0.0833333017242166, 'equilibrium_temp': 0, 'orbital_period': 0.7775658679389037, 'stellar_temp': 0.46199999999999997, 'stellar_radius': 0.919904486680575}",Moderate
CANDIDATE,1.306984786,18.33,2230.29,1754.0,6102.0,1.026,1.099,,1.194,302.1,kepler,41.81228543946941,"{'planetary_radius': 0.7091460938148386, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7183570371772834, 'stellar_temp': 0.838, 'stellar_radius': 0.9948664506502845}",Moderate
FALSE POSITIVE,0.755109106,0.85,2130.82,1733.0,5452.0,0.815,0.91,,2.967,106.0,kepler,49.5871385059922,"{'planetary_radius': 0.9837481070502225, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6909262460226806, 'stellar_temp': 0.837, 'stellar_radius': 0.9590865668517451}",Moderate
CONFIRMED,4.61225043,0.51,268.27,1032.0,5495.0,0.961,0.932,,2.695,29.1,kepler,49.339252395174306,"{'planetary_radius': 0.9326655446736234, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7814066924977455, 'stellar_temp': 0.8585, 'stellar_radius': 0.9920438259976311}",Moderate
CONFIRMED,7.99022379,1.97,361.73,1113.0,5689.0,1.542,1.007,,3.273,165.9,kepler,50.176637455367214,"{'planetary_radius': 0.9321966457250103, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8088818358758043, 'stellar_temp': 0.9555, 'stellar_radius': 0.9133839449717724}",Moderate
FALSE POSITIVE,4.1749166,0.61,366.59,1116.0,5910.0,0.94,1.032,,4.828,40.7,kepler,50.559491796549864,"{'planetary_radius': 0.950570367818522, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7764256165712291, 'stellar_temp': 0.9339999999999999, 'stellar_radius': 0.9876249192563825}",Moderate
FALSE POSITIVE,0.56678694,0.63,3194.49,1920.0,5341.0,0.808,0.747,,1.959,61.2,kepler,47.98152346889971,"{'planetary_radius': 0.9537964540403441, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6765823068150427, 'stellar_temp': 0.7815, 'stellar_radius': 0.9573613559077917}",Moderate
FALSE POSITIVE,0.73094701,15.83,2886.66,1870.0,5767.0,0.837,0.927,,4.223,227.7,kepler,43.3743499887132,"{'planetary_radius': 0.7238093126107079, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6893001818884621, 'stellar_temp': 0.9945, 'stellar_radius': 0.9644137583014677}",Moderate
FALSE POSITIVE,0.730947169,14.43,2349.48,1777.0,5514.0,0.826,0.926,,4.396,248.0,kepler,42.37391330382913,"{'planetary_radius': 0.733069062721422, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6893001927647624, 'stellar_temp': 0.868, 'stellar_radius': 0.9617678989077681}",Moderate
FALSE POSITIVE,1.877350712,1.46,1755.2,1650.0,6382.0,1.059,1.104,,1.7478,185.6,kepler,48.15200539452812,"{'planetary_radius': 0.9621563564279755, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7364639768308124, 'stellar_temp': 0.698, 'stellar_radius': 0.9885349866761461}",Moderate
FALSE POSITIVE,2.11552348,21.43,900.64,1398.0,5900.0,0.951,1.065,,6.712,359.2,kepler,42.569743474865064,"{'planetary_radius': 0.6935208190514515, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7424360119758272, 'stellar_temp': 0.9390000000000001, 'stellar_radius': 0.9899517567126507}",Moderate
FALSE POSITIVE,7.01476115,1.02,175.85,928.0,5912.0,0.87,0.875,,3.945,122.1,kepler,52.15504735771614,"{'planetary_radius': 0.9980197372703821, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.8023717306938192, 'stellar_temp': 0.933, 'stellar_radius': 0.9721475865332985}",Moderate
FALSE POSITIVE,0.941603153,2.29,1575.78,1608.0,5237.0,0.837,0.774,,1.1886,462.1,kepler,46.65103662625048,"{'planetary_radius': 0.9171448182433852, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7019623287441582, 'stellar_temp': 0.7295, 'stellar_radius': 0.9644137583014677}",Moderate
FALSE POSITIVE,1.13357304,0.59,2688.01,1836.0,6147.0,0.954,0.932,,2.849,33.1,kepler,48.6374064541397,"{'planetary_radius': 0.9472367257917628, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7112396287920667, 'stellar_temp': 0.8155, 'stellar_radius': 0.9905816784932299}",Moderate
FALSE POSITIVE,0.777663575,0.95,2553.18,1816.0,5769.0,0.812,0.9,,1.1741,134.3,kepler,51.516843517099154,"{'planetary_radius': 0.9948706705612449, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6923978339082266, 'stellar_temp': 0.9955, 'stellar_radius': 0.9583490122359082}",Moderate
FALSE POSITIVE,3.43525124,25.43,1468.73,1579.0,5854.0,1.742,1.143,,4.509,152.2,kepler,42.02393139004881,"{'planetary_radius': 0.6764070420565972, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7666754006781207, 'stellar_temp': 0.962, 'stellar_radius': 0.8889932243139378}",Moderate
CANDIDATE,3.11141514,0.7,1296.58,1530.0,6450.0,1.273,1.169,,3.074,28.4,kepler,47.945846649111026,"{'planetary_radius': 0.9643325056061267, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7617247800502484, 'stellar_temp': 0.6639999999999999, 'stellar_radius': 0.9517247360849461}",Moderate
FALSE POSITIVE,1.878156188,2.51,400.37,1141.0,5075.0,0.67,0.649,,2.058,787.5,kepler,45.6885284209199,"{'planetary_radius': 0.9079717246856307, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7364854246948105, 'stellar_temp': 0.6485000000000001, 'stellar_radius': 0.919904486680575}",Moderate
FALSE POSITIVE,7.81153999,23.56,62.96,718.0,5150.0,0.71,0.792,,5.984,912.8,kepler,44.40387063195792,"{'planetary_radius': 0.6840449641216614, 'insolation_flux': 0.17150007917817045, 'equilibrium_temp': 0, 'orbital_period': 0.8077510037800594, 'stellar_temp': 0.6859999999999999, 'stellar_radius': 0.9315019382106448}",Moderate
FALSE POSITIVE,2.115498574,25.84,995.26,1432.0,5917.0,1.0,1.088,,6.738,444.2,kepler,41.97358319649411,"{'planetary_radius': 0.6748076321085599, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7424354233237312, 'stellar_temp': 0.9305, 'stellar_radius': 1}",Moderate
FALSE POSITIVE,3.40076682,0.69,1328.5,1540.0,6134.0,1.496,1.131,,4.7,21.1,kepler,49.365723521703295,"{'planetary_radius': 0.9628936318609168, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7661709445428082, 'stellar_temp': 0.8220000000000001, 'stellar_radius': 0.9194410240895429}",Moderate
FALSE POSITIVE,2.057499811,1.27,273.84,1037.0,4620.0,0.736,0.723,,2.569,325.6,kepler,45.59687889387486,"{'planetary_radius': 0.97609830995295, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7410454755539612, 'stellar_temp': 0.42100000000000004, 'stellar_radius': 0.9386949679493478}",Moderate
FALSE POSITIVE,10.5856758,1.49,163.41,912.0,6246.0,1.092,1.18,,4.911,178.7,kepler,49.605120611296066,"{'planetary_radius': 0.9601223880042632, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.822945984849089, 'stellar_temp': 0.766, 'stellar_radius': 0.9823978245354573}",Moderate
FALSE POSITIVE,2.69633621,15.78,749.66,1334.0,6106.0,0.923,0.974,,5.238,238.6,kepler,42.54929993007617,"{'planetary_radius': 0.7241256684582271, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7545655920808638, 'stellar_temp': 0.836, 'stellar_radius': 0.983974791104143}",Moderate
FALSE POSITIVE,1.099291188,1.37,947.02,1414.0,4878.0,0.843,0.82,,1.765,282.6,kepler,46.48182123296439,"{'planetary_radius': 0.9685189260159967, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7097041773464778, 'stellar_temp': 0.55, 'stellar_radius': 0.9658423358039436}",Moderate
FALSE POSITIVE,0.47462889,1.43,2691.55,1840.0,4904.0,0.786,0.758,,1.0194,331.3,kepler,45.99327612305642,"{'planetary_radius': 0.9642325555728184, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.66770979424248, 'stellar_temp': 0.563, 'stellar_radius': 0.9518403026894139}",Moderate
FALSE POSITIVE,0.56681727,0.42,2676.11,1832.0,5481.0,0.708,0.806,,1.779,35.9,kepler,47.33303693511778,"{'planetary_radius': 0.9132499432295277, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.676584982352037, 'stellar_temp': 0.8515, 'stellar_radius': 0.9309377629423166}",Moderate
FALSE POSITIVE,1.081935491,0.99,819.14,1364.0,4938.0,0.718,0.697,,5.136,202.9,kepler,47.527648036439714,"{'planetary_radius': 0.9989949664146499, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7089084753934127, 'stellar_temp': 0.5800000000000001, 'stellar_radius': 0.9337428580132174}",Moderate
CONFIRMED,0.524175803,1.27,3049.23,1891.0,5278.0,0.815,0.911,,0.7648,236.8,kepler,48.30512703302139,"{'planetary_radius': 0.97609830995295, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6726744900174156, 'stellar_temp': 0.75, 'stellar_radius': 0.9590865668517451}",Moderate
FALSE POSITIVE,1.89129881,0.86,944.68,1414.0,5806.0,0.893,0.935,,5.294,82.0,kepler,51.66270350443283,"{'planetary_radius': 0.9849177110265417, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7368340871742208, 'stellar_temp': 0.986, 'stellar_radius': 0.9773662603788724}",Moderate
CONFIRMED,4.94330596,1.41,296.74,1058.0,5661.0,1.008,0.964,,2.9334,126.2,kepler,51.22498885688631,"{'planetary_radius': 0.9656410295609923, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7848726139705725, 'stellar_temp': 0.9415, 'stellar_radius': 0.9984063660701646}",Moderate
CANDIDATE,0.619023176,0.79,2985.06,1885.0,5395.0,0.891,0.995,,1.496,77.9,kepler,49.072324839627804,"{'planetary_radius': 0.976427766647893, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.6809902691702339, 'stellar_temp': 0.8085, 'stellar_radius': 0.9769178296977344}",Moderate
FALSE POSITIVE,1.540395781,0.94,510.22,1211.0,4955.0,0.735,0.771,,1.6305,173.4,kepler,47.657217675788964,"{'planetary_radius': 0.9938124596281912, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7265728666712535, 'stellar_temp': 0.5885, 'stellar_radius': 0.93842304404614}",Moderate
FALSE POSITIVE,32.9045733,28.34,24.63,568.0,5780.0,1.0,1.0,,4.402,662.3,kepler,52.733866038329715,"{'planetary_radius': 0.6655725765737466, 'insolation_flux': 0.35920695757351073, 'equilibrium_temp': 0, 'orbital_period': 0.8796514801779548, 'stellar_temp': 0.999, 'stellar_radius': 1}",Moderate
FALSE POSITIVE,2.46353343,21.49,445.83,1171.0,5541.0,0.777,0.852,,2.954,830.0,kepler,41.86042925062366,"{'planetary_radius': 0.6932412289345581, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7500507311201403, 'stellar_temp': 0.8815, 'stellar_radius': 0.9495370142771021}",Moderate
FALSE POSITIVE,1.541350116,1.5,619.14,1273.0,5150.0,0.784,0.878,,3.29,378.0,kepler,47.666296757253875,"{'planetary_radius': 0.9594534891891836, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7266038340210093, 'stellar_temp': 0.6859999999999999, 'stellar_radius': 0.9513307482736542}",Moderate
FALSE POSITIVE,1.710316235,23.38,1740.08,1647.0,6147.0,1.096,1.193,,3.614,409.4,kepler,40.92573806110958,"{'planetary_radius': 0.6848119043956078, 'insolation_flux': 0, 'equilibrium_temp': 0, 'orbital_period': 0.7318048117767173, 'stellar_temp': 0.8155, 'stellar_radius': 0.9816665622948352}",Moderate
CONFIRMED,9.03326435,1.96,66.89,729.0,5311.0,0.788,0.884,,2.857,610.7,kepler,52.54282787150999,"{'planetary_radius': 0.9327055526757574, 'insolation_flux': 0.15939010417393662, 'equilibrium_temp': 0, 'orbital_period': 0.8150165876013107, 'stellar_temp': 0.7665, 'stellar_radius': 0.9523485621751484}",Moderate
